Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Revenue,Order_Date,Sales_Channel,Region,Profit,%_pricepaid,Discount%,Cost_Price,Profit/Loss_%,Year,Month,Quarter
2623,Men,Running,Pegasus Turbo,10,1,4658.42,2585.4231,2025-08-04,Retail,Mumbai,1622.42,0.5549999999999999,44.50000000000001,963.0030999999999,168.47505475319863,2025,8,3
2624,Men,Lifestyle,Blazer Mid,12,2,4936.545,7207.3557,2024-12-31,Retail,Bangalore,2085.94,0.73,27.0,5121.4157,40.7297536890044,2024,12,4
2625,Kids,Training,Flex Trainer,8,1,6815.44,3952.9551999999994,2025-02-05,Online,Pune,3874.57,0.58,42.00000000000001,78.38519999999926,4942.986686262249,2025,2,1
2626,Men,Running,Air Zoom,7,2,5550.99,6161.598899999999,2025-04-21,Retail,Bangalore,-757.9,0.5549999999999999,44.50000000000001,6919.498899999999,-10.95310528917058,2025,4,2
2627,Women,Basketball,LeBron 20,7,1,6271.66,4390.161999999999,2023-12-31,Online,Delhi,282.13,0.7,30.000000000000004,4108.031999999999,6.867765392285163,2023,12,4
2628,Kids,Basketball,Kyrie Flytrap,10,4,4917.28,8654.4128,2025-06-29,Retail,Pune,-348.88,0.44,56.00000000000001,9003.2928,-3.8750267013419806,2025,6,2
2629,Kids,Lifestyle,Waffle One,12,2,5254.485000000001,6357.926850000001,2024-10-23,Retail,Bangalore,1198.75,0.605,39.5,5159.176850000001,23.23529576234627,2024,10,4
2630,Kids,Running,Pegasus Turbo,9,2,5846.21,11926.2684,2024-12-31,Online,Delhi,3880.6,1.02,-2.0000000000000018,8045.6684000000005,48.23216427860736,2024,12,4
2631,Women,Basketball,Zoom Freak,10,3,7388.23,15515.282999999998,2025-03-16,Online,Kolkata,2848.46,0.7,30.000000000000004,12666.822999999997,22.487564561374235,2025,3,1
2632,Men,Running,Pegasus Turbo,10,1,7504.2,7429.157999999999,2024-03-10,Online,Pune,2413.42,0.99,1.0000000000000009,5015.737999999999,48.11694709731649,2024,3,1
2633,Kids,Basketball,Air Jordan,10,1,6966.16,4945.973599999999,2025-06-13,Online,Bangalore,3634.35,0.71,29.000000000000004,1311.6235999999994,277.08787795523057,2025,6,2
2634,Men,Lifestyle,Waffle One,9,2,5815.75,8490.994999999999,2024-08-22,Retail,Bangalore,3190.46,0.73,27.0,5300.534999999999,60.191282578079395,2024,8,3
2635,Women,Running,React Infinity,8,2,3934.22,4839.0905999999995,2024-02-28,Online,Kolkata,430.63,0.615,38.5,4408.460599999999,9.768262417951519,2024,2,1
2636,Men,Basketball,LeBron 20,11,3,6730.48,9994.762799999999,2024-12-31,Online,Bangalore,3269.14,0.495,50.5,6725.622799999999,48.60724571113325,2024,12,4
2637,Kids,Training,SuperRep Go,10,3,4912.45,8547.662999999999,2025-04-20,Retail,Hyderabad,3847.48,0.58,42.00000000000001,4700.182999999999,81.85808935524427,2025,4,2
2638,Men,Soccer,Premier III,8,1,5028.99,3646.0177499999995,2024-01-22,Online,Pune,654.11,0.725,27.500000000000004,2991.9077499999994,21.86263931433047,2024,1,1
2639,Men,Lifestyle,Blazer Mid,12,2,2597.93,3792.9777999999997,2025-06-25,Retail,Pune,374.95,0.73,27.0,3418.0278,10.969776196671074,2025,6,2
2640,Kids,Training,ZoomX Invincible,9,2,7900.02,9164.0232,2024-02-08,Online,Bangalore,861.92,0.58,42.00000000000001,8302.1032,10.381947552759883,2024,2,1
2641,Men,Running,React Infinity,9,3,2890.77,4813.132049999999,2024-11-27,Online,Bangalore,1709.06,0.5549999999999999,44.50000000000001,3104.0720499999993,55.05864466000395,2024,11,4
2642,Women,Lifestyle,Air Force 1,12,2,7309.08,10963.619999999999,2025-05-17,Retail,Pune,-785.16,0.75,25.0,11748.779999999999,-6.682906650733098,2025,5,2
2643,Men,Soccer,Mercurial Superfly,9,2,7150.045,10367.56525,2025-04-17,Retail,Mumbai,2715.31,0.725,27.500000000000004,7652.25525,35.48378760627463,2025,4,2
2644,Men,Training,SuperRep Go,8,1,2640.04,1386.021,2024-12-31,Retail,Bangalore,1466.96,0.525,47.5,-80.93900000000008,-1812.4266422861645,2024,12,4
2646,Men,Soccer,Premier III,12,1,6121.21,5447.8769,2024-10-20,Retail,Kolkata,2676.52,0.89,10.999999999999998,2771.3569,96.57796150326217,2024,10,4
2647,Women,Basketball,Zoom Freak,10,4,7388.23,20687.043999999998,2024-12-31,Online,Mumbai,747.29,0.7,30.000000000000004,19939.753999999997,3.7477393151389933,2024,12,4
2648,Men,Running,React Infinity,10,3,3477.49,5633.5338,2025-03-06,Retail,Delhi,3487.39,0.54,46.0,2146.1438000000003,162.49563519462208,2025,3,1
2649,Women,Basketball,Kyrie Flytrap,10,3,6798.48,24066.619199999997,2025-01-02,Retail,Mumbai,2297.4,1.18,-17.999999999999993,21769.219199999996,10.553433170446464,2025,1,1
2650,Men,Lifestyle,Blazer Mid,9,2,4936.545,7207.3557,2023-08-14,Retail,Bangalore,3703.68,0.73,27.0,3503.6757000000002,105.7084135954706,2023,8,3
2651,Kids,Basketball,Air Jordan,10,1,6966.16,4597.6656,2024-10-27,Online,Kolkata,-819.33,0.66,34.0,5416.9956,-15.125173814060325,2024,10,4
2652,Women,Basketball,Air Jordan,10,2,6144.015,13271.072400000001,2025-10-04,Online,Delhi,-240.8,1.08,-8.000000000000007,13511.8724,-1.7821364269248134,2025,10,4
2653,Men,Running,Pegasus Turbo,8,1,6178.85,6426.004000000001,2024-10-12,Online,Hyderabad,2550.88,1.04,-4.0000000000000036,3875.1240000000007,65.8270548245682,2024,10,4
2654,Kids,Soccer,Tiempo Legend,8,2,5186.225,7105.128250000001,2024-07-21,Online,Bangalore,2933.02,0.685,31.499999999999993,4172.108250000001,70.30066873264852,2024,7,3
2655,Kids,Training,SuperRep Go,10,3,4993.94,8689.4556,2024-12-31,Retail,Mumbai,2420.85,0.58,42.00000000000001,6268.605599999999,38.61863633596601,2024,12,4
2656,Women,Soccer,Premier III,8,1,5246.43,3121.62585,2024-12-31,Retail,Bangalore,1891.48,0.595,40.5,1230.1458499999999,153.76062927822747,2024,12,4
2657,Kids,Running,Air Zoom,8,4,5837.53,15644.580399999997,2025-04-07,Online,Delhi,494.45,0.6699999999999999,33.00000000000001,15150.130399999996,3.263668278393169,2025,4,2
2658,Women,Lifestyle,Dunk Low,10,1,4722.755,3542.06625,2025-04-26,Online,Delhi,155.53,0.75,25.0,3386.5362499999997,4.592598115552433,2025,4,2
2659,Kids,Basketball,LeBron 20,8,2,9945.56,20090.031199999998,2025-12-05,Online,Hyderabad,-1116.54,1.01,-1.0000000000000009,21206.5712,-5.265066141385459,2025,12,4
2660,Men,Training,Flex Trainer,9,3,6252.925,9848.356875000001,2024-01-11,Retail,Pune,2519.25,0.525,47.5,7329.106875000001,34.37321958823256,2024,1,1
2661,Kids,Soccer,Tiempo Legend,12,2,2006.63,2749.0831000000003,2024-12-31,Online,Delhi,3171.69,0.685,31.499999999999993,-422.60689999999977,-750.5059666560111,2024,12,4
2662,Kids,Training,SuperRep Go,8,3,4912.45,8547.662999999999,2024-12-31,Online,Delhi,2104.46,0.58,42.00000000000001,6443.202999999999,32.66170567650904,2024,12,4
2663,Kids,Training,Metcon 7,10,2,5817.695,5003.217699999999,2025-06-17,Retail,Delhi,3174.81,0.43,57.00000000000001,1828.4076999999993,173.63796925598166,2025,6,2
2664,Kids,Running,Pegasus Turbo,10,2,9103.08,12198.127199999999,2024-11-12,Online,Mumbai,1726.8,0.6699999999999999,33.00000000000001,10471.3272,16.490746273309078,2024,11,4
2665,Men,Lifestyle,Waffle One,10,2,6140.7,8965.421999999999,2024-12-31,Online,Delhi,506.87,0.73,27.0,8458.551999999998,5.992396807396823,2024,12,4
2666,Women,Soccer,Phantom GT,8,2,3700.75,4403.8925,2024-12-31,Online,Kolkata,-963.73,0.595,40.5,5367.6224999999995,-17.954504065813126,2024,12,4
2667,Women,Lifestyle,Air Force 1,12,3,9367.66,21077.235,2025-03-23,Online,Delhi,-623.95,0.75,25.0,21701.185,-2.8751886129720563,2025,3,1
2668,Women,Training,ZoomX Invincible,8,2,6882.3099999999995,6194.079,2024-12-20,Retail,Bangalore,3138.32,0.45,55.00000000000001,3055.7589999999996,102.70181647178329,2024,12,4
2669,Women,Training,Flex Trainer,12,2,6496.58,6626.5116,2024-12-31,Retail,Pune,1737.23,0.51,49.0,4889.2816,35.53139585987438,2024,12,4
2671,Kids,Running,Air Zoom,12,2,9264.49,12414.416599999999,2025-06-26,Retail,Pune,491.18,0.6699999999999999,33.00000000000001,11923.236599999998,4.119519023886518,2025,6,2
2672,Women,Lifestyle,Air Force 1,12,2,7309.08,10963.619999999999,2024-08-04,Online,Mumbai,67.58,0.75,25.0,10896.039999999999,0.6202253295692748,2024,8,3
2673,Kids,Running,Pegasus Turbo,11,2,6891.25,8682.975,2024-12-31,Retail,Pune,-742.85,0.63,37.0,9425.825,-7.881007763246188,2024,12,4
2674,Women,Lifestyle,Waffle One,7,1,4784.45,3588.3374999999996,2025-01-25,Online,Pune,3357.12,0.75,25.0,231.21749999999975,1451.9316228226685,2025,1,1
2675,Women,Soccer,Premier III,12,3,5255.98,9381.924299999999,2025-04-04,Online,Hyderabad,2731.71,0.595,40.5,6650.214299999999,41.07702213445965,2025,4,2
2676,Men,Running,Air Zoom,10,2,4854.18,5388.1398,2025-05-13,Online,Delhi,3932.36,0.5549999999999999,44.50000000000001,1455.7797999999998,270.1205223482288,2025,5,2
2677,Men,Lifestyle,Air Force 1,8,2,5618.62,8203.1852,2024-12-31,Retail,Bangalore,1745.96,0.73,27.0,6457.2252,27.03885873455366,2024,12,4
2678,Kids,Running,Pegasus Turbo,9,2,4240.24,10261.380799999999,2024-06-11,Retail,Pune,3483.11,1.21,-20.999999999999996,6778.270799999998,51.38640964300218,2024,6,2
2679,Men,Training,Flex Trainer,8,3,2758.08,330.9696,2024-07-05,Online,Bangalore,2447.58,0.04,96.0,-2116.6104,-115.63677472245246,2024,7,3
2680,Kids,Training,Metcon 7,9,2,5817.695,6748.526199999999,2025-07-21,Retail,Pune,1044.98,0.58,42.00000000000001,5703.546199999999,18.321583859529362,2025,7,3
2681,Women,Running,Pegasus Turbo,8,2,5996.09,7375.1907,2024-12-31,Online,Delhi,3597.08,0.615,38.5,3778.1107,95.20843314622834,2024,12,4
2682,Men,Basketball,LeBron 20,12,4,6730.48,11037.987199999998,2024-08-28,Retail,Pune,3614.76,0.41,59.00000000000001,7423.2271999999975,48.69526289051211,2024,8,3
2683,Kids,Lifestyle,Dunk Low,12,1,6122.674999999999,3704.2183749999995,2025-12-06,Online,Mumbai,1119.71,0.605,39.5,2584.5083749999994,43.3239068145794,2025,12,4
2684,Men,Lifestyle,Blazer Mid,10,2,4936.545,7207.3557,2025-11-04,Retail,Mumbai,1556.61,0.73,27.0,5650.7457,27.546983754728156,2025,11,4
2685,Kids,Lifestyle,Dunk Low,8,4,6122.674999999999,14816.873499999998,2025-05-22,Retail,Hyderabad,1377.72,0.605,39.5,13439.153499999999,10.251538536262721,2025,5,2
2686,Women,Lifestyle,Blazer Mid,10,3,9585.39,29618.8551,2025-07-03,Retail,Hyderabad,761.26,1.03,-3.0000000000000027,28857.595100000002,2.6379883609913146,2025,7,3
2687,Women,Lifestyle,Waffle One,8,1,2381.94,1786.455,2024-09-30,Retail,Delhi,1457.93,0.75,25.0,328.52499999999986,443.78053420592056,2024,9,3
2689,Women,Basketball,LeBron 20,10,1,5260.17,3682.1189999999997,2025-01-28,Retail,Mumbai,1402.81,0.7,30.000000000000004,2279.3089999999997,61.545406963250706,2025,1,1
2690,Kids,Training,Metcon 7,6,2,5817.695,6748.526199999999,2024-11-21,Online,Mumbai,1125.71,0.58,42.00000000000001,5622.816199999999,20.020394762325687,2024,11,4
2692,Women,Training,Metcon 7,12,2,5462.8,5135.032,2024-06-02,Online,Bangalore,2528.27,0.47,53.0,2606.762,96.9889080782979,2024,6,2
2693,Kids,Training,ZoomX Invincible,10,2,6584.055,7637.5037999999995,2025-05-11,Online,Bangalore,262.12,0.58,42.00000000000001,7375.3838,3.5539845397604934,2025,5,2
2694,Women,Training,Metcon 7,8,2,5462.8,6063.708,2024-07-25,Online,Hyderabad,-249.45,0.5549999999999999,44.50000000000001,6313.157999999999,-3.951271297185973,2024,7,3
2695,Men,Basketball,Air Jordan,10,1,5974.92,2957.5854,2024-12-10,Online,Hyderabad,3234.28,0.495,50.5,-276.69460000000026,-1168.89885093529,2024,12,4
2696,Women,Lifestyle,Blazer Mid,10,3,7671.0650000000005,23013.195,2024-11-22,Online,Mumbai,66.43,1.0,0.0,22946.765,0.28949614466352885,2024,11,4
2697,Men,Basketball,Air Jordan,8,1,5974.92,537.7428,2025-06-25,Online,Delhi,681.86,0.09,91.0,-144.11720000000003,-473.12881460366975,2025,6,2
2698,Men,Basketball,LeBron 20,12,3,6730.48,403.8288,2024-12-31,Retail,Mumbai,1680.5,0.02,98.0,-1276.6712,-131.6313863741894,2024,12,4
2699,Men,Lifestyle,Dunk Low,12,3,7588.77,16619.4063,2025-02-21,Online,Mumbai,1052.65,0.73,27.0,15566.7563,6.762166630693642,2025,2,1
2700,Kids,Training,Metcon 7,12,2,5817.695,5584.9872,2025-07-11,Retail,Bangalore,1423.83,0.48,52.0,4161.1572,34.217164398403405,2025,7,3
2701,Men,Training,SuperRep Go,12,3,5157.745,8123.448375000001,2024-11-29,Online,Delhi,2007.01,0.525,47.5,6116.438375000001,32.81337727857022,2024,11,4
2702,Men,Basketball,Kyrie Flytrap,12,1,5124.65,2536.7017499999997,2024-12-16,Online,Pune,687.32,0.495,50.5,1849.3817499999996,37.164852524363894,2024,12,4
2703,Kids,Running,Pegasus Turbo,10,2,5214.32,6987.188799999999,2025-06-24,Online,Kolkata,-637.13,0.6699999999999999,33.00000000000001,7624.318799999999,-8.356549833671698,2025,6,2
2704,Women,Basketball,LeBron 20,10,1,5094.43,3566.101,2024-12-31,Online,Hyderabad,1765.36,0.7,30.000000000000004,1800.7410000000002,98.035197732489,2024,12,4
2705,Men,Running,Pegasus Turbo,9,1,6211.38,3447.3158999999996,2024-01-07,Retail,Pune,-37.88,0.5549999999999999,44.50000000000001,3485.1958999999997,-1.086882949678668,2024,1,1
2706,Women,Training,ZoomX Invincible,12,2,6882.3099999999995,7639.364099999999,2025-08-05,Retail,Kolkata,3153.1,0.5549999999999999,44.50000000000001,4486.2640999999985,70.28342357285655,2025,8,3
2707,Men,Running,Free RN,12,2,2996.2,2936.276,2024-12-31,Online,Hyderabad,2913.41,0.49,51.0,22.865999999999985,12741.231522784929,2024,12,4
2708,Kids,Basketball,Kyrie Flytrap,10,2,4523.72,5971.3104,2024-10-14,Online,Hyderabad,-237.9,0.66,34.0,6209.2104,-3.8314050366210815,2024,10,4
2709,Kids,Running,Free RN,10,1,6302.98,3025.4303999999997,2025-03-08,Retail,Delhi,2835.93,0.48,52.0,189.5003999999999,1496.5298226283435,2025,3,1
2710,Women,Lifestyle,Blazer Mid,8,2,4669.75,7004.625,2024-12-31,Retail,Bangalore,-987.12,0.75,25.0,7991.745,-12.351745457343796,2024,12,4
2711,Men,Soccer,Mercurial Superfly,7,2,7150.045,10367.56525,2024-12-31,Online,Delhi,756.18,0.725,27.500000000000004,9611.38525,7.86754437920382,2024,12,4
2712,Women,Running,Pegasus Turbo,12,2,6047.945,7438.972349999999,2024-07-22,Retail,Delhi,3024.11,0.615,38.5,4414.862349999999,68.49839837022327,2024,7,3
2713,Men,Lifestyle,Air Force 1,10,1,7877.36,4332.548,2025-05-10,Retail,Kolkata,3663.49,0.55,44.99999999999999,669.058,547.5594044163585,2025,5,2
2715,Kids,Basketball,LeBron 20,10,2,6329.6,13545.344000000001,2025-06-13,Online,Kolkata,-1164.37,1.07,-7.000000000000006,14709.714,-7.915653560633469,2025,6,2
2716,Kids,Training,SuperRep Go,8,3,4830.96,8405.8704,2024-11-17,Online,Pune,1344.73,0.58,42.00000000000001,7061.1404,19.044090951654212,2024,11,4
2717,Men,Running,Free RN,8,2,9473.09,10515.129899999998,2024-11-17,Online,Delhi,3055.36,0.5549999999999999,44.50000000000001,7459.7698999999975,40.95783168861551,2024,11,4
2718,Men,Basketball,LeBron 20,7,3,8485.23,12600.56655,2024-12-31,Retail,Bangalore,637.62,0.495,50.5,11962.946549999999,5.329957776999347,2024,12,4
2719,Women,Training,Metcon 7,9,2,4819.76,5349.933599999999,2024-03-22,Retail,Kolkata,2066.12,0.5549999999999999,44.50000000000001,3283.8135999999995,62.91830937054406,2024,3,1
2720,Kids,Training,ZoomX Invincible,8,2,6584.055,7637.5037999999995,2024-12-31,Retail,Delhi,2548.78,0.58,42.00000000000001,5088.7238,50.08682137552839,2024,12,4
2721,Kids,Training,Flex Trainer,10,1,6295.0,3651.1,2023-11-11,Online,Bangalore,1275.23,0.58,42.00000000000001,2375.87,53.6742330177998,2023,11,4
2722,Women,Lifestyle,Dunk Low,10,2,4722.755,850.0959,2024-09-30,Online,Kolkata,818.65,0.09,91.0,31.44590000000005,2603.3600564779467,2024,9,3
2723,Women,Lifestyle,Dunk Low,12,2,3403.54,5105.3099999999995,2025-03-10,Online,Kolkata,221.41,0.75,25.0,4883.9,4.533467106206106,2025,3,1
2724,Women,Training,Flex Trainer,10,2,8007.22,8888.0142,2025-01-16,Online,Delhi,1190.2,0.5549999999999999,44.50000000000001,7697.8142,15.461531924218178,2025,1,1
2726,Women,Training,Flex Trainer,9,2,6496.58,6236.7168,2024-08-19,Retail,Pune,1392.27,0.48,52.0,4844.4468,28.739504374369435,2024,8,3
2727,Men,Lifestyle,Waffle One,8,2,6154.32,11570.121599999999,2024-12-31,Online,Kolkata,2004.4,0.94,6.000000000000005,9565.721599999999,20.953986367322255,2024,12,4
2729,Kids,Training,Flex Trainer,9,1,6383.55,3702.459,2025-04-29,Retail,Delhi,2079.06,0.58,42.00000000000001,1623.399,128.06833070612956,2025,4,2
2730,Women,Lifestyle,Dunk Low,9,1,4722.755,3542.06625,2024-12-31,Online,Hyderabad,2140.93,0.75,25.0,1401.13625,152.79955821569814,2024,12,4
2731,Kids,Lifestyle,Dunk Low,8,3,6122.674999999999,11112.655124999997,2025-03-28,Online,Kolkata,3961.27,0.605,39.5,7151.385124999997,55.39164694336052,2025,3,1
2732,Women,Training,SuperRep Go,8,2,3402.8,3777.1079999999997,2025-03-01,Online,Hyderabad,1045.5,0.5549999999999999,44.50000000000001,2731.6079999999997,38.274159396223766,2025,3,1
2733,Women,Running,Free RN,10,3,6743.38,12441.5361,2024-11-22,Online,Pune,1908.63,0.615,38.5,10532.9061,18.120640038744863,2024,11,4
2734,Women,Soccer,Tiempo Legend,9,1,7253.3,4315.7135,2025-07-10,Online,Bangalore,1229.08,0.595,40.5,3086.6335,39.81943434489388,2025,7,3
2735,Kids,Running,Free RN,12,2,5691.68,7626.851199999999,2024-08-05,Online,Kolkata,928.63,0.6699999999999999,33.00000000000001,6698.221199999999,13.863829997134166,2024,8,3
2736,Men,Soccer,Tiempo Legend,9,1,6041.3,2960.237,2025-02-22,Retail,Delhi,3042.49,0.49,51.0,-82.2529999999997,-3698.941072058175,2025,2,1
2737,Kids,Basketball,Kyrie Flytrap,12,2,4917.28,6490.8096,2024-09-10,Retail,Mumbai,144.37,0.66,34.0,6346.4396,2.2748187818568386,2024,9,3
2738,Women,Training,ZoomX Invincible,8,3,6882.3099999999995,8052.3027,2025-05-11,Retail,Pune,-712.53,0.39,61.0,8764.8327,-8.129419287147375,2025,5,2
2739,Kids,Running,Free RN,10,2,5691.68,2959.6736,2025-02-04,Online,Kolkata,2350.69,0.26,74.0,608.9836,386.002184623691,2025,2,1
2740,Women,Lifestyle,Air Force 1,12,1,4922.19,3691.6425,2024-12-31,Retail,Bangalore,3820.48,0.75,25.0,-128.8375000000001,-2965.347821868631,2024,12,4
2741,Women,Training,SuperRep Go,10,2,5241.9,5818.508999999999,2025-01-15,Online,Hyderabad,-295.49,0.5549999999999999,44.50000000000001,6113.998999999999,-4.8330070057257135,2025,1,1
2742,Kids,Lifestyle,Blazer Mid,12,3,7063.25,12819.79875,2024-11-14,Online,Mumbai,3746.48,0.605,39.5,9073.31875,41.29117584456073,2024,11,4
2744,Men,Running,Pegasus Turbo,9,1,7951.27,4412.95485,2024-12-31,Retail,Delhi,-154.17,0.5549999999999999,44.50000000000001,4567.12485,-3.3756467156793404,2024,12,4
2745,Men,Soccer,Phantom GT,12,1,6319.755,5940.5697,2024-12-31,Retail,Hyderabad,501.65,0.94,6.000000000000005,5438.9197,9.223338965640547,2024,12,4
2746,Women,Basketball,Air Jordan,10,1,9795.69,6856.983,2024-09-21,Online,Mumbai,1044.46,0.7,30.000000000000004,5812.523,17.969133197408425,2024,9,3
2747,Men,Soccer,Tiempo Legend,12,4,2483.97,7203.512999999999,2024-12-31,Online,Delhi,-609.36,0.725,27.500000000000004,7812.872999999999,-7.799435623745582,2024,12,4
2748,Men,Basketball,Kyrie Flytrap,12,1,5124.65,256.2325,2024-08-14,Retail,Pune,1010.96,0.05,95.0,-754.7275,-133.9503330672329,2024,8,3
2750,Women,Lifestyle,Dunk Low,10,2,4722.755,7084.1325,2024-12-31,Online,Hyderabad,2924.09,0.75,25.0,4160.0425,70.28990689398006,2024,12,4
2751,Men,Basketball,Air Jordan,12,2,4776.83,4729.0617,2025-03-09,Retail,Delhi,2857.99,0.495,50.5,1871.0717000000004,152.7461507755154,2025,3,1
2752,Kids,Lifestyle,Waffle One,9,2,5254.485000000001,6357.926850000001,2025-02-23,Retail,Pune,341.26,0.605,39.5,6016.6668500000005,5.671911184512401,2025,2,1
2753,Men,Running,Pegasus Turbo,10,1,6211.38,3447.3158999999996,2024-12-02,Retail,Kolkata,-364.23,0.5549999999999999,44.50000000000001,3811.5458999999996,-9.555965205613818,2024,12,4
2754,Kids,Training,ZoomX Invincible,12,1,6584.055,3818.7518999999998,2025-01-03,Online,Kolkata,3565.12,0.58,42.00000000000001,253.63189999999986,1405.6276044141143,2025,1,1
2755,Men,Running,React Infinity,8,3,8574.0,14275.71,2024-12-24,Online,Bangalore,161.95,0.5549999999999999,44.50000000000001,14113.759999999998,1.1474617678067363,2024,12,4
2756,Women,Lifestyle,Waffle One,9,2,8510.85,18894.087000000003,2023-09-21,Retail,Bangalore,1491.91,1.11,-11.00000000000001,17402.177000000003,8.573122776535373,2023,9,3
2757,Men,Soccer,Phantom GT,9,2,3101.14,4496.652999999999,2025-05-21,Online,Hyderabad,-271.85,0.725,27.500000000000004,4768.503,-5.700950591831441,2025,5,2
2758,Women,Lifestyle,Waffle One,8,2,4934.05,7401.075000000001,2024-12-31,Online,Pune,3986.03,0.75,25.0,3415.0450000000005,116.71969183422179,2024,12,4
2759,Kids,Soccer,Premier III,9,2,5275.855,7227.92135,2024-01-26,Retail,Delhi,1822.72,0.685,31.499999999999993,5405.201349999999,33.721592998566095,2024,1,1
2760,Men,Training,SuperRep Go,7,3,5157.745,8123.448375000001,2025-05-28,Online,Mumbai,1496.19,0.525,47.5,6627.258375000001,22.57630403613168,2025,5,2
2761,Kids,Soccer,Premier III,8,4,5275.855,14455.8427,2024-12-31,Retail,Delhi,2588.03,0.685,31.499999999999993,11867.812699999999,21.80713553054305,2024,12,4
2762,Women,Running,Pegasus Turbo,10,2,6047.945,7438.972349999999,2024-12-31,Retail,Mumbai,-355.55,0.615,38.5,7794.522349999999,-4.561536730983907,2024,12,4
2763,Women,Soccer,Phantom GT,10,4,3328.58,7922.020399999999,2024-07-31,Online,Pune,-763.34,0.595,40.5,8685.3604,-8.788812033637662,2024,7,3
2764,Kids,Lifestyle,Blazer Mid,9,3,7776.94,14115.1461,2025-03-17,Retail,Kolkata,-532.24,0.605,39.5,14647.3861,-3.6336858765537694,2025,3,1
2765,Women,Soccer,Premier III,8,1,6370.84,3790.6498,2025-06-24,Online,Mumbai,1609.7,0.595,40.5,2180.9498000000003,73.80729258417593,2025,6,2
2766,Women,Lifestyle,Dunk Low,9,1,2609.07,1956.8025000000002,2024-12-23,Retail,Mumbai,-265.27,0.75,25.0,2222.0725,-11.937954319672286,2024,12,4
2767,Kids,Basketball,Zoom Freak,10,2,6887.39,9091.354800000001,2025-07-21,Online,Delhi,1562.76,0.66,34.0,7528.594800000001,20.75765852081719,2025,7,3
2768,Men,Basketball,LeBron 20,10,3,6730.48,9994.762799999999,2025-01-03,Online,Pune,3525.96,0.495,50.5,6468.802799999999,54.5071492981669,2025,1,1
2770,Men,Soccer,Tiempo Legend,9,1,6041.3,4228.91,2024-08-22,Online,Kolkata,-1095.12,0.7,30.000000000000004,5324.03,-20.56938071348208,2024,8,3
2771,Men,Running,Pegasus Turbo,8,1,5222.92,2898.7205999999996,2025-05-26,Online,Delhi,1804.67,0.5549999999999999,44.50000000000001,1094.0505999999996,164.95306524213785,2025,5,2
2772,Kids,Basketball,Zoom Freak,12,2,6021.235000000001,7948.030200000001,2025-04-01,Online,Pune,2332.29,0.66,34.0,5615.740200000001,41.53130160829021,2025,4,2
2773,Women,Training,ZoomX Invincible,8,1,5045.62,6105.200199999999,2025-02-04,Online,Hyderabad,1191.02,1.21,-20.999999999999996,4914.180199999999,24.236392470915096,2025,2,1
2774,Women,Running,Free RN,12,3,5698.6900000000005,10514.08305,2024-12-31,Online,Bangalore,585.97,0.615,38.5,9928.11305,5.902128602373238,2024,12,4
2775,Men,Lifestyle,Air Force 1,9,2,6009.58,8773.9868,2024-12-31,Online,Pune,2329.33,0.73,27.0,6444.656800000001,36.14358486863101,2024,12,4
2776,Men,Training,Flex Trainer,10,3,6252.925,9848.356875000001,2025-03-17,Retail,Mumbai,1143.68,0.525,47.5,8704.676875000001,13.138684139840628,2025,3,1
2777,Kids,Basketball,Air Jordan,12,1,9062.25,5981.085,2024-12-31,Retail,Kolkata,-9.69,0.66,34.0,5990.775,-0.16174868860873592,2024,12,4
2778,Kids,Soccer,Phantom GT,11,2,4462.26,6113.296200000001,2025-06-20,Online,Hyderabad,1006.73,0.685,31.499999999999993,5106.566200000001,19.71442179678391,2025,6,2
2779,Kids,Basketball,Kyrie Flytrap,9,2,4917.28,885.1103999999999,2024-12-06,Online,Bangalore,-187.36,0.09,91.0,1072.4704,-17.469946023685132,2024,12,4
2780,Men,Training,Metcon 7,6,1,4308.75,1378.8,2024-12-31,Online,Hyderabad,799.35,0.32,68.0,579.4499999999999,137.94977996375877,2024,12,4
2781,Men,Training,Metcon 7,12,1,6546.59,4451.6812,2023-09-03,Retail,Bangalore,1504.31,0.68,31.999999999999996,2947.3712,51.03904116318976,2023,9,3
2782,Women,Training,ZoomX Invincible,8,2,8292.37,9204.5307,2024-12-31,Online,Pune,-816.55,0.5549999999999999,44.50000000000001,10021.080699999999,-8.148322765228306,2024,12,4
2783,Women,Running,React Infinity,9,2,7006.295,5044.5324,2024-08-09,Retail,Pune,134.95,0.36,64.0,4909.5824,2.7487062850803765,2024,8,3
2784,Women,Basketball,Kyrie Flytrap,8,3,5912.915,12417.1215,2025-01-28,Online,Pune,2982.03,0.7,30.000000000000004,9435.091499999999,31.60573482514717,2025,1,1
2785,Women,Lifestyle,Blazer Mid,10,2,7671.0650000000005,11506.5975,2024-10-20,Retail,Hyderabad,-834.71,0.75,25.0,12341.307499999999,-6.763545920883991,2024,10,4
2786,Women,Lifestyle,Blazer Mid,9,3,7671.0650000000005,13577.785049999999,2024-10-20,Online,Hyderabad,3872.35,0.59,41.0,9705.435049999998,39.89877815935722,2024,10,4
2787,Kids,Training,Metcon 7,12,3,3440.88,5987.131199999999,2024-08-31,Online,Pune,22.93,0.58,42.00000000000001,5964.201199999999,0.3844605376491994,2024,8,3
