,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Revenue,Order_Date,Sales_Channel,Region,Profit,%_pricepaid,Discount%,Cost_Price,Profit/Loss_%
327,2327,Men,Training,Flex Trainer,12,4,6640.67,13945.407000000001,21-03-2025,Retail,Delhi,3402.41,0.525,47.5,10542.997000000001,32.27175346820263
328,2328,Men,Lifestyle,Waffle One,6,2,6449.46,3740.6868,11-09-2024,Online,Mumbai,39.69,0.29,71.0,3700.9968,1.0724137886312142
329,2329,Men,Basketball,Kyrie Flytrap,10,4,4981.26,9862.8948,06-05-2025,Online,Mumbai,1833.07,0.495,50.5,8029.8248,22.82826893059983
330,2330,Women,Training,Flex Trainer,12,2,6496.58,779.5896,22-10-2024,Online,Mumbai,-648.08,0.06,94.0,1427.6696000000002,-45.39425648623463
331,2331,Kids,Basketball,Kyrie Flytrap,10,2,9023.07,11910.4524,23-11-2024,Retail,Mumbai,-304.92,0.66,34.0,12215.3724,-2.496198969750607
332,2332,Kids,Training,Flex Trainer,9,1,6295.0,1384.9,15-07-2024,Retail,Pune,2914.06,0.22,78.0,-1529.1599999999999,-190.56606241335115
333,2333,Kids,Running,Free RN,9,2,4638.25,6215.254999999999,31-12-2024,Online,Hyd,-614.06,0.6699999999999999,33.00000000000001,6829.314999999999,-8.991531361490868
334,2334,Women,Training,SuperRep Go,10,4,5931.25,19454.5,06-06-2024,Retail,Mumbai,-80.25,0.82,18.000000000000004,19534.75,-0.4108063834960775
335,2335,Women,Running,Free RN,12,3,5620.64,10370.080800000002,05-01-2024,Online,Mumbai,217.22,0.615,38.5,10152.860800000002,2.139495500617914
336,2336,Kids,Soccer,Mercurial Superfly,8,4,8482.43,23241.858200000002,22-10-2023,Online,Pune,3854.71,0.685,31.499999999999993,19387.148200000003,19.882810820004973
337,2337,Women,Training,SuperRep Go,9,2,5931.25,6583.687499999999,17-10-2024,Online,Pune,3186.84,0.5549999999999999,44.50000000000001,3396.847499999999,93.81757644404117
338,2338,Women,Soccer,Premier III,12,1,5255.98,3127.3080999999997,31-12-2024,Retail,Delhi,3529.93,0.595,40.5,-402.6219000000001,-876.7357165618658
339,2339,Women,Basketball,LeBron 20,10,4,6271.66,17560.647999999997,31-12-2024,Retail,Kolkata,3196.02,0.7,30.000000000000004,14364.627999999997,22.24923610969947
340,2340,Women,Running,Free RN,7,3,5698.6900000000005,15557.4237,07-08-2024,Online,Mumbai,-425.99,0.91,8.999999999999996,15983.4137,-2.6652003632991117
341,2341,Women,Lifestyle,Waffle One,11,2,4934.05,7401.075000000001,22-04-2025,Online,Hyd,-280.18,0.75,25.0,7681.255000000001,-3.647581026798355
342,2342,Women,Training,Metcon 7,12,2,5462.8,6063.708,19-08-2024,Retail,Kolkata,3463.09,0.5549999999999999,44.50000000000001,2600.6179999999995,133.16411714446338
343,2343,Women,Basketball,Zoom Freak,10,3,7507.91,15766.610999999999,22-11-2024,Retail,Kolkata,1900.24,0.7,30.000000000000004,13866.371,13.703946043272605
344,2344,Kids,Training,ZoomX Invincible,10,1,6584.055,4279.63575,20-06-2025,Online,Kolkata,938.88,0.65,35.0,3340.7557500000003,28.103820520252036
345,2345,Men,Running,React Infinity,9,3,6870.705,11439.723824999997,21-06-2025,Retail,Hyderabad,3039.05,0.5549999999999999,44.50000000000001,8400.673824999998,36.17626470576604
346,2346,Men,Soccer,Phantom GT,7,2,6320.59,11756.297400000001,31-12-2024,Retail,Mumbai,324.45,0.93,6.999999999999995,11431.8474,2.838123958862502
347,2347,Men,Training,Flex Trainer,10,3,9653.35,15204.026250000003,21-09-2024,Retail,Bangalore,3511.89,0.525,47.5,11692.136250000003,30.03634173353051
348,2348,Kids,Training,Metcon 7,12,2,6591.41,7646.035599999999,29-04-2025,Retail,Delhi,2604.68,0.58,42.00000000000001,5041.355599999999,51.6662621458403
349,2349,Kids,Soccer,Tiempo Legend,10,3,5186.225,10657.692375000002,25-10-2023,Online,Delhi,-902.62,0.685,31.499999999999993,11560.312375000003,-7.807920501802182
350,2350,Men,Running,Air Zoom,9,4,8228.88,18268.113599999997,21-03-2025,Retail,Delhi,2494.5,0.5549999999999999,44.50000000000001,15773.613599999997,15.814385107037237
351,2351,Men,Basketball,LeBron 20,11,3,4179.34,6206.3199,29-07-2024,Retail,Pune,2363.69,0.495,50.5,3842.6299000000004,61.51229916781733
352,2352,Men,Basketball,LeBron 20,8,3,6730.48,9994.762799999999,24-03-2025,Online,Bangalore,599.21,0.495,50.5,9395.552799999998,6.377591747448859
353,2353,Kids,Training,ZoomX Invincible,9,2,6584.055,2896.9842000000003,03-10-2024,Retail,Bangalore,818.35,0.22,78.0,2078.6342000000004,39.36960144310143
354,2354,Men,Basketball,Kyrie Flytrap,10,1,5124.65,2536.7017499999997,06-09-2024,Online,hyderbad,1445.09,0.495,50.5,1091.6117499999998,132.3813159761243
355,2355,Women,Lifestyle,Waffle One,10,1,4934.05,3700.5375000000004,26-07-2024,Retail,bengaluru,-887.83,0.75,25.0,4588.3675,-19.349583484757922
356,2356,Men,Basketball,Air Jordan,10,2,5974.92,5915.1708,17-02-2025,Retail,Pune,543.26,0.495,50.5,5371.9108,10.112975070248748
357,2357,Women,Lifestyle,Air Force 1,8,2,7309.08,17980.3368,28-04-2025,Retail,Bangalore,-1199.32,1.23,-23.0,19179.6568,-6.253083736096883
358,2358,Men,Basketball,LeBron 20,8,4,6730.48,13326.3504,24-02-2025,Online,Pune,1819.6,0.495,50.5,11506.750399999999,15.813326410556364
359,2359,Men,Lifestyle,Waffle One,10,1,9836.48,3344.4032,31-12-2024,Retail,Pune,-874.96,0.34,65.99999999999999,4219.3632,-20.736778478799835
360,2360,Women,Training,Metcon 7,12,2,5462.8,9286.76,12-07-2024,Online,hyderbad,1947.5,0.85,15.000000000000002,7339.26,26.535372776001942
361,2361,Kids,Training,Flex Trainer,10,1,6295.0,6672.700000000001,30-07-2024,Retail,Mumbai,1302.98,1.06,-6.000000000000005,5369.720000000001,24.265324821405954
362,2362,Women,Lifestyle,Blazer Mid,12,2,7671.0650000000005,15955.815200000001,09-12-2024,Online,bengaluru,3817.26,1.04,-4.0000000000000036,12138.5552,31.447399934384286
363,2363,Kids,Running,Pegasus Turbo,12,2,5419.15,11705.364,07-01-2025,Retail,hyderbad,-597.61,1.08,-8.000000000000007,12302.974,-4.857443411649898
364,2364,Women,Lifestyle,Dunk Low,8,2,4722.755,2550.2877000000003,31-12-2024,Online,Delhi,1414.23,0.27,73.0,1136.0577000000003,124.48575455278367
365,2365,Women,Running,React Infinity,10,2,7006.295,8617.74285,17-08-2024,Online,Hyderabad,3555.61,0.615,38.5,5062.13285,70.2393656065348
366,2366,Kids,Lifestyle,Waffle One,8,2,5254.485000000001,6620.651100000001,08-05-2025,Retail,Bangalore,3737.47,0.63,37.0,2883.181100000001,129.63008116278226
367,2367,Kids,Lifestyle,Dunk Low,12,4,6202.99,20842.0464,12-11-2024,Online,Bangalore,-202.12,0.84,16.000000000000004,21044.1664,-0.9604561955944237
368,2368,Women,Lifestyle,Waffle One,10,2,5582.98,8374.47,04-08-2023,Retail,Delhi,2369.28,0.75,25.0,6005.189999999999,39.45387240037369
369,2369,Men,Basketball,LeBron 20,12,3,4248.21,6372.3150000000005,07-11-2025,Online,Hyderabad,2427.86,0.5,50.0,3944.4550000000004,61.551215567169606
370,2370,Men,Running,Pegasus Turbo,10,2,6211.38,6894.631799999999,04-02-2025,Online,Delhi,867.37,0.5549999999999999,44.50000000000001,6027.261799999999,14.39078023788514
371,2371,Kids,Training,Flex Trainer,9,1,6295.0,314.75,15-04-2025,Online,Kolkata,3424.65,0.05,95.0,-3109.9,-110.12090420913856
372,2372,Men,Running,Free RN,9,2,7624.86,8463.594599999999,23-05-2025,Online,Kolkata,3365.96,0.5549999999999999,44.50000000000001,5097.6345999999985,66.02984058527854
373,2373,Women,Lifestyle,Air Force 1,12,2,8637.25,6046.075,22-09-2024,Retail,Kolkata,2738.82,0.35,65.0,3307.2549999999997,82.81248346438362
375,2375,Men,Training,Metcon 7,9,1,9061.25,4757.15625,04-05-2025,Retail,Mumbai,990.59,0.525,47.5,3766.56625,26.299550684924235
376,2376,Men,Lifestyle,Dunk Low,12,3,3718.82,9817.6848,03-10-2024,Online,Delhi,-234.66,0.88,12.0,10052.3448,-2.3343807307524904
377,2377,Men,Basketball,LeBron 20,10,4,6730.48,13326.3504,07-02-2025,Online,Mumbai,2438.24,0.495,50.5,10888.1104,22.393601005368204
378,2378,Women,Basketball,LeBron 20,12,1,6271.66,4390.161999999999,11-04-2024,Retail,Mumbai,2107.42,0.7,30.000000000000004,2282.7419999999993,92.31967519763515
379,2379,Men,Lifestyle,Air Force 1,10,4,6009.58,17547.9736,09-04-2024,Online,Mumbai,3289.77,0.73,27.0,14258.2036,23.072822441671402
380,2380,Men,Soccer,Phantom GT,8,1,7932.85,5751.31625,12-09-2024,Retail,Delhi,2707.27,0.725,27.500000000000004,3044.04625,88.93655935746706
381,2381,Kids,Lifestyle,Dunk Low,8,3,4834.65,14794.028999999999,12-10-2024,Retail,Pune,213.96,1.02,-2.0000000000000018,14580.069,1.4674827670568638
382,2382,Men,Lifestyle,Waffle One,10,4,6147.51,17950.7292,09-03-2024,Retail,Mumbai,787.42,0.73,27.0,17163.309200000003,4.587809907893519
384,2384,Women,Training,SuperRep Go,9,3,2070.97,7766.1375,09-05-2024,Online,Delhi,42.89,1.25,-25.0,7723.2474999999995,0.5553363400564335
385,2385,Men,Training,Metcon 7,9,2,6284.84,6599.082,10-03-2024,Retail,Delhi,1443.09,0.525,47.5,5155.992,27.988600447789675
386,2386,Men,Basketball,Kyrie Flytrap,8,1,2271.77,1124.52615,13-07-2025,Online,Pune,2029.55,0.495,50.5,-905.02385,-224.25375861641658
387,2387,Women,Basketball,Kyrie Flytrap,10,3,5912.915,12417.1215,21-09-2024,Online,Pune,1042.09,0.7,30.000000000000004,11375.0315,9.161205399738893
388,2388,Kids,Running,Air Zoom,10,1,5321.46,3565.3781999999997,02-09-2024,Retail,Bangalore,2587.26,0.6699999999999999,33.00000000000001,978.1181999999994,264.5140433947555
389,2389,Women,Basketball,Kyrie Flytrap,12,3,7901.16,18251.6796,08-10-2024,Online,Delhi,-406.39,0.77,23.0,18658.0696,-2.1780924217369195
390,2390,Kids,Lifestyle,Waffle One,12,1,5254.485000000001,3178.9634250000004,24-05-2025,Online,Delhi,496.54,0.605,39.5,2682.4234250000004,18.51087324142347
392,2392,Kids,Basketball,Zoom Freak,12,2,8631.03,11392.959600000002,31-12-2024,Retail,bengaluru,1356.18,0.66,34.0,10036.779600000002,13.512103025556124
394,2394,Kids,Lifestyle,Air Force 1,12,2,6554.3099999999995,2621.724,18-08-2023,Online,Delhi,-133.03,0.2,80.0,2754.7540000000004,-4.829106337625791
395,2395,Kids,Soccer,Premier III,12,1,5275.855,3613.960675,08-07-2025,Online,Pune,85.0,0.685,31.499999999999993,3528.960675,2.408641178751588
396,2396,Men,Basketball,Air Jordan,10,2,5967.92,358.0752,06-09-2025,Retail,Pune,859.93,0.03,97.0,-501.85479999999995,-171.35035870933186
397,2397,Men,Soccer,Phantom GT,12,2,6319.755,9163.64475,27-12-2023,Retail,Mumbai,3996.96,0.725,27.500000000000004,5166.684749999999,77.36024536817348
398,2398,Women,Soccer,Mercurial Superfly,10,2,4301.85,6366.738,31-12-2024,Retail,Bangalore,3888.42,0.74,26.0,2478.318,156.89754099352865
399,2399,Women,Running,Air Zoom,10,1,6188.29,3805.79835,07-08-2024,Retail,Pune,515.6,0.615,38.5,3290.19835,15.670787750531817
402,2402,Kids,Running,React Infinity,9,2,6437.85,8626.719,09-03-2025,Online,Mumbai,1231.3,0.6699999999999999,33.00000000000001,7395.418999999999,16.649496127264733
403,2403,Women,Running,React Infinity,12,2,7006.295,15834.2267,24-08-2024,Retail,Delhi,1309.54,1.13,-12.99999999999999,14524.686699999998,9.015960392453767
404,2404,Men,Lifestyle,Blazer Mid,12,2,4936.545,888.5781,25-01-2024,Online,Pune,-501.36,0.09,91.0,1389.9380999999998,-36.07067106081919
405,2405,Men,Basketball,Kyrie Flytrap,6,1,5124.65,2536.7017499999997,17-11-2024,Online,Kolkata,69.95,0.495,50.5,2466.75175,2.835712997872607
406,2406,Men,Training,Metcon 7,10,4,6458.72,13563.312000000002,17-09-2023,Online,Mumbai,402.0,0.525,47.5,13161.312000000002,3.0544067339183205
407,2407,Kids,Running,Free RN,6,2,9193.15,12318.820999999998,30-12-2023,Online,Kolkata,521.77,0.6699999999999999,33.00000000000001,11797.050999999998,4.422885007448048
408,2408,Men,Soccer,Premier III,12,1,6121.21,4437.87725,09-10-2024,Retail,bengaluru,1731.86,0.725,27.500000000000004,2706.01725,64.00033111392767
409,2409,Men,Basketball,Zoom Freak,8,3,6172.36,9165.9546,19-01-2025,Retail,bengaluru,2993.72,0.495,50.5,6172.2346,48.50301704345456
410,2410,Kids,Basketball,Air Jordan,9,1,6966.16,7732.4376,27-03-2025,Retail,hyderbad,1344.49,1.11,-11.00000000000001,6387.9476,21.04729224766966
412,2412,Kids,Lifestyle,Blazer Mid,12,1,4920.3,688.8420000000001,31-12-2024,Retail,Mumbai,1135.72,0.14,86.0,-446.87799999999993,-254.1454267160165
413,2413,Men,Training,Flex Trainer,12,3,7005.67,3152.5515,31-12-2024,Retail,Kolkata,2329.98,0.15,85.0,822.5715,283.2556197242428
414,2414,Women,Basketball,Air Jordan,12,2,8141.8,11398.52,25-01-2024,Online,Hyd,-829.35,0.7,30.000000000000004,12227.87,-6.782456797463499
415,2415,Women,Running,Free RN,8,3,6178.39,11399.129550000001,22-07-2024,Retail,Bangalore,73.75,0.615,38.5,11325.379550000001,0.6511923037493255
416,2416,Kids,Soccer,Mercurial Superfly,9,3,6245.23,21546.043499999996,14-12-2024,Retail,Mumbai,3485.64,1.15,-14.999999999999991,18060.403499999997,19.299901023806033
417,2417,Men,Lifestyle,Dunk Low,9,3,8293.38,27865.756800000003,29-12-2024,Retail,bengaluru,1727.06,1.12,-12.00000000000001,26138.6968,6.607291913650415
418,2418,Men,Soccer,Phantom GT,12,2,9288.75,10031.85,29-04-2025,Retail,Mumbai,3110.43,0.54,46.0,6921.42,44.93918877918115
419,2419,Men,Lifestyle,Dunk Low,10,3,8738.99,12321.9759,14-07-2024,Online,Hyderabad,2868.49,0.47,53.0,9453.4859,30.343198586671612
420,2420,Kids,Basketball,Zoom Freak,9,2,6021.235000000001,12283.319400000002,11-04-2024,Online,hyderbad,1664.6,1.02,-2.0000000000000018,10618.719400000002,15.676089905907107
421,2421,Women,Running,React Infinity,8,2,8136.39,10007.7597,10-03-2025,Retail,Pune,3398.15,0.615,38.5,6609.609700000001,51.41226417650652
422,2422,Kids,Soccer,Tiempo Legend,9,4,5186.225,14210.256500000001,23-07-2024,Retail,Mumbai,3044.66,0.685,31.499999999999993,11165.596500000001,27.26822521304616
424,2424,Women,Basketball,Air Jordan,10,2,7634.65,10688.509999999998,31-12-2024,Online,Kolkata,1749.8,0.7,30.000000000000004,8938.71,19.57553159236624
425,2425,Kids,Training,ZoomX Invincible,12,2,6584.055,5003.8818,30-12-2024,Online,bengaluru,3058.78,0.38,62.0,1945.1018,157.25552256442313
426,2426,Kids,Lifestyle,Dunk Low,8,2,2278.67,2552.1104000000005,03-05-2025,Retail,Pune,-72.52,0.56,43.99999999999999,2624.6304000000005,-2.763055704909917
427,2427,Men,Running,Pegasus Turbo,7,1,2904.11,1611.7810499999998,13-06-2025,Online,Delhi,1683.98,0.5549999999999999,44.50000000000001,-72.1989500000002,-2332.4161916482103
428,2428,Kids,Basketball,Kyrie Flytrap,12,2,4917.28,6490.8096,12-07-2024,Retail,Mumbai,427.51,0.66,34.0,6063.299599999999,7.0507813930223735
429,2429,Kids,Lifestyle,Dunk Low,10,2,6122.674999999999,7408.436749999999,25-05-2025,Online,Mumbai,550.48,0.605,39.5,6857.956749999999,8.026880601135316
430,2430,Women,Soccer,Tiempo Legend,12,3,7253.3,2175.9900000000002,09-07-2025,Online,Pune,215.3,0.1,90.0,1960.6900000000003,10.980828177835352
431,2431,Women,Lifestyle,Blazer Mid,10,1,7671.0650000000005,5753.29875,15-11-2024,Online,Hyderabad,1627.78,0.75,25.0,4125.51875,39.45637139571841
432,2432,Women,Basketball,Zoom Freak,10,1,3036.61,2611.4846000000002,26-10-2024,Online,Mumbai,3754.3,0.86,14.000000000000002,-1142.8154,-328.5132489464178
433,2433,Men,Basketball,Zoom Freak,10,4,7154.83,14166.5634,31-12-2024,Retail,Pune,-620.53,0.495,50.5,14787.0934,-4.19642984063386
434,2434,Kids,Training,Metcon 7,8,1,3019.25,2385.2075,11-02-2025,Online,Hyderabad,387.15,0.79,20.999999999999996,1998.0575,19.37631925007163
435,2435,Kids,Lifestyle,Waffle One,12,2,5853.58,7082.8318,01-04-2024,Retail,Kolkata,2378.82,0.605,39.5,4704.0118,50.57002620614175
436,2436,Kids,Basketball,LeBron 20,8,2,6329.6,10253.952000000001,31-12-2024,Online,bengaluru,2213.84,0.81,18.999999999999993,8040.112000000001,27.534939811783715
437,2437,Women,Running,Pegasus Turbo,12,3,6047.945,9616.23255,31-07-2024,Retail,hyderbad,-281.42,0.53,47.0,9897.65255,-2.8433004551165015
438,2438,Men,Training,Metcon 7,8,2,6284.84,6599.082,24-11-2024,Retail,Mumbai,2965.39,0.525,47.5,3633.6920000000005,81.60818253170603
439,2439,Men,Lifestyle,Blazer Mid,10,1,3239.59,2364.9007,03-03-2025,Retail,Bangalore,3467.1,0.73,27.0,-1102.1992999999998,-314.5619852961257
440,2440,Women,Basketball,Kyrie Flytrap,12,1,7510.8,5257.5599999999995,11-12-2024,Retail,Kolkata,2989.6,0.7,30.000000000000004,2267.9599999999996,131.81890333162843
441,2441,Women,Training,Metcon 7,12,2,5462.8,12127.416000000001,31-12-2024,Retail,Pune,-219.02,1.11,-11.00000000000001,12346.436000000002,-1.7739532282838544
442,2442,Men,Soccer,Tiempo Legend,10,1,6041.3,241.65200000000002,26-01-2025,Online,Mumbai,3083.26,0.04,96.0,-2841.608,-108.50405826560173
443,2443,Women,Basketball,LeBron 20,8,1,6271.66,4390.161999999999,15-03-2025,Retail,Mumbai,2449.43,0.7,30.000000000000004,1940.7319999999995,126.21165622043644
444,2444,Women,Lifestyle,Blazer Mid,12,3,3676.04,8271.09,25-05-2025,Retail,Pune,1621.74,0.75,25.0,6649.35,24.389451600532382
445,2445,Women,Basketball,Air Jordan,12,2,6144.015,8601.621,12-02-2024,Online,Kolkata,141.93,0.7,30.000000000000004,8459.690999999999,1.6777208529247702
446,2446,Men,Soccer,Mercurial Superfly,9,2,8062.11,11690.0595,31-12-2024,Online,Kolkata,3198.97,0.725,27.500000000000004,8491.0895,37.67443506513504
447,2447,Kids,Lifestyle,Waffle One,12,2,5254.485000000001,6357.926850000001,04-05-2024,Online,Kolkata,1291.8,0.605,39.5,5066.126850000001,25.49876934092165
449,2449,Women,Training,SuperRep Go,9,1,3664.69,2033.9029499999997,03-02-2025,Retail,Hyderabad,-173.68,0.5549999999999999,44.50000000000001,2207.5829499999995,-7.867428039340495
450,2450,Men,Basketball,Air Jordan,12,2,7520.63,7445.4237,19-07-2025,Online,Kolkata,1786.43,0.495,50.5,5658.9937,31.567980010297592
451,2451,Kids,Soccer,Premier III,9,2,5275.855,5697.9234,04-11-2023,Online,Mumbai,2233.57,0.54,46.0,3464.3533999999995,64.472925885679
452,2452,Men,Lifestyle,Dunk Low,12,3,8780.66,19229.645399999998,31-12-2024,Online,Bangalore,176.96,0.73,27.0,19052.6854,0.9287929563986818
453,2453,Women,Running,React Infinity,8,2,9344.52,11493.759600000001,31-12-2024,Online,Pune,387.79,0.615,38.5,11105.9696,3.491725747205359
454,2454,Women,Soccer,Tiempo Legend,12,2,7253.3,2756.254,25-02-2025,Online,Bangalore,3100.44,0.19,81.0,-344.18600000000015,-900.803635243734
455,2455,Women,Training,Metcon 7,9,2,4071.46,4519.320599999999,22-03-2025,Retail,Delhi,2003.31,0.5549999999999999,44.50000000000001,2516.010599999999,79.62247853804752
456,2456,Women,Soccer,Premier III,8,1,4254.68,2531.5346,15-03-2025,Retail,Kolkata,3498.64,0.595,40.5,-967.1053999999999,-361.76408486603424
457,2457,Women,Soccer,Mercurial Superfly,9,2,8206.22,9765.4018,03-04-2025,Retail,Bangalore,2443.4,0.595,40.5,7322.0018,33.37065554941546
458,2458,Kids,Soccer,Phantom GT,9,2,6466.57,8859.2009,20-12-2023,Retail,Pune,573.21,0.685,31.499999999999993,8285.9909,6.917820776269498
459,2459,Kids,Basketball,Air Jordan,8,1,3572.52,2357.8632000000002,20-04-2024,Retail,Kolkata,-404.04,0.66,34.0,2761.9032,-14.629042755734522
460,2460,Women,Basketball,Zoom Freak,12,2,5482.96,3838.0719999999997,04-11-2024,Online,Kolkata,-823.8,0.35,65.0,4661.871999999999,-17.671012846341558
461,2461,Women,Basketball,LeBron 20,10,1,3939.92,2482.1496,31-12-2024,Online,Pune,3146.03,0.63,37.0,-663.8804,-473.88505519970164
462,2462,Men,Basketball,Zoom Freak,8,3,4468.7,6568.989,23-01-2025,Retail,Pune,2143.6,0.49,51.0,4425.388999999999,48.438679627937795
464,2464,Women,Lifestyle,Blazer Mid,12,3,2699.59,6074.0775,30-06-2024,Retail,Hyderabad,3507.56,0.75,25.0,2566.5175000000004,136.66612442736118
465,2465,Kids,Lifestyle,Blazer Mid,7,1,7814.02,4727.4821,22-03-2025,Retail,Pune,684.07,0.605,39.5,4043.4121,16.91813703579707
466,2466,Women,Soccer,Mercurial Superfly,9,1,6569.65,3908.9417499999995,05-07-2025,Retail,Pune,3056.38,0.595,40.5,852.5617499999994,358.4936809562477
467,2467,Kids,Training,SuperRep Go,8,1,8484.82,4921.195599999999,05-11-2023,Online,Mumbai,1899.54,0.58,42.00000000000001,3021.655599999999,62.864212585974414
468,2468,Women,Soccer,Phantom GT,7,2,6012.23,7455.1651999999995,26-10-2024,Retail,bengaluru,-1113.25,0.62,38.0,8568.4152,-12.99248430444874
469,2469,Men,Training,Metcon 7,12,4,6284.84,27150.508800000003,21-05-2025,Retail,Mumbai,-279.26,1.08,-8.000000000000007,27429.7688,-1.0180909727536602
470,2470,Men,Soccer,Mercurial Superfly,10,2,7150.045,10367.56525,11-07-2024,Online,Delhi,1099.17,0.725,27.500000000000004,9268.39525,11.859334548772077
471,2471,Men,Basketball,Kyrie Flytrap,10,1,4527.64,2241.1818000000003,31-12-2024,Retail,Pune,464.96,0.495,50.5,1776.2218000000003,26.17691101415375
472,2472,Men,Basketball,LeBron 20,10,3,2255.65,3349.6402500000004,05-04-2025,Online,Mumbai,560.7,0.495,50.5,2788.9402500000006,20.104410626939746
473,2473,Men,Training,ZoomX Invincible,9,2,8752.02,9189.621000000001,31-12-2024,Retail,Pune,283.56,0.525,47.5,8906.061000000002,3.1838991446386897
474,2474,Kids,Training,Metcon 7,8,2,5817.695,6748.526199999999,21-12-2024,Retail,Delhi,115.11,0.58,42.00000000000001,6633.4162,1.7353049549340809
475,2475,Men,Running,Free RN,10,2,7450.8,15795.696000000002,07-01-2025,Online,bengaluru,3885.97,1.06,-6.000000000000005,11909.726000000002,32.628542419867586
476,2476,Men,Soccer,Premier III,8,2,6121.21,13344.2378,31-12-2024,Retail,Pune,-627.07,1.09,-9.000000000000007,13971.3078,-4.488269881220425
477,2477,Women,Training,ZoomX Invincible,8,2,5923.67,6575.2737,30-09-2024,Online,hyderbad,-177.68,0.5549999999999999,44.50000000000001,6752.9537,-2.6311449462477436
478,2478,Women,Soccer,Mercurial Superfly,9,2,4262.63,5285.6612000000005,05-12-2025,Online,Pune,-223.4,0.62,38.0,5509.0612,-4.055137379849764
479,2479,Women,Running,Air Zoom,9,1,2708.99,1666.02885,31-12-2024,Online,Delhi,952.78,0.615,38.5,713.24885,133.5831105791478
480,2480,Men,Basketball,Kyrie Flytrap,8,1,5124.65,2536.7017499999997,20-08-2024,Retail,Pune,25.18,0.495,50.5,2511.52175,1.0025794122627047
481,2481,Women,Soccer,Premier III,7,1,9145.37,640.1759000000001,17-04-2025,Online,Pune,1755.19,0.07,93.0,-1115.0140999999999,-157.41415287932236
482,2482,Men,Lifestyle,Air Force 1,12,2,6009.58,8773.9868,14-09-2024,Online,Mumbai,2642.8,0.73,27.0,6131.1868,43.1042159733251
483,2483,Kids,Running,Free RN,9,1,5691.68,3813.4255999999996,17-05-2025,Retail,Delhi,856.75,0.6699999999999999,33.00000000000001,2956.6755999999996,28.97680083672352
484,2484,Men,Soccer,Mercurial Superfly,10,2,5308.26,10935.0156,05-10-2025,Retail,Bangalore,1189.82,1.03,-3.0000000000000027,9745.195600000001,12.209298292586347
485,2485,Kids,Running,Air Zoom,8,2,9307.2,12471.648,17-12-2024,Online,Hyderabad,16.06,0.6699999999999999,33.00000000000001,12455.588,0.12893811195424898
486,2486,Kids,Soccer,Mercurial Superfly,8,3,6892.094999999999,6823.174049999999,31-12-2024,Retail,Hyd,1332.57,0.33,67.0,5490.604049999999,24.270007231717976
487,2487,Men,Running,Air Zoom,10,3,5881.13,14114.712,31-03-2025,Online,hyderbad,2108.4,0.8,19.999999999999996,12006.312,17.560763038641674
488,2488,Kids,Running,Free RN,6,4,6387.51,17118.5268,31-12-2024,Retail,Kolkata,300.76,0.6699999999999999,33.00000000000001,16817.7668,1.7883468333025048
489,2489,Men,Lifestyle,Air Force 1,9,4,6009.58,4326.8976,10-02-2024,Retail,hyderbad,1415.34,0.18,82.0,2911.5576,48.61109393817247
490,2490,Women,Soccer,Premier III,10,3,5015.19,11284.1775,26-11-2024,Online,hyderbad,-494.53,0.75,25.0,11778.7075,-4.198508197949562
491,2491,Kids,Soccer,Phantom GT,8,2,8998.44,12327.8628,28-05-2025,Online,bengaluru,-432.44,0.685,31.499999999999993,12760.302800000001,-3.3889477920539623
492,2492,Kids,Basketball,LeBron 20,10,2,6329.6,8355.072,31-12-2024,Online,Kolkata,473.22,0.66,34.0,7881.852,6.003918875919011
493,2493,Women,Soccer,Premier III,9,3,6042.94,10786.6479,26-11-2024,Retail,Kolkata,1659.75,0.595,40.5,9126.8979,18.185258761358554
494,2494,Kids,Lifestyle,Dunk Low,9,2,6122.674999999999,7408.436749999999,20-11-2024,Retail,Mumbai,1007.7,0.605,39.5,6400.736749999999,15.743500152541037
495,2495,Kids,Basketball,LeBron 20,9,3,6329.6,21077.568000000007,20-01-2025,Retail,Bangalore,36.16,1.11,-11.00000000000001,21041.408000000007,0.17185161753433983
496,2496,Kids,Running,React Infinity,8,2,4110.72,2630.8608000000004,24-12-2024,Retail,bengaluru,3894.95,0.32,68.0,-1264.0891999999994,-308.12303435548705
497,2497,Kids,Basketball,Air Jordan,12,1,6966.16,4597.6656,29-11-2023,Online,Mumbai,2592.98,0.66,34.0,2004.6856000000002,129.34596826554744
498,2498,Kids,Training,ZoomX Invincible,9,2,6584.055,7637.5037999999995,06-01-2025,Retail,Pune,1574.98,0.58,42.00000000000001,6062.523799999999,25.978949558927923
499,2499,Women,Soccer,Premier III,10,1,8347.87,4966.98265,07-06-2024,Retail,hyderbad,1488.3,0.595,40.5,3478.6826499999997,42.78343700021041
500,2500,Kids,Running,Pegasus Turbo,9,2,5374.34,10641.1932,06-07-2025,Online,bengaluru,3100.16,0.99,1.0000000000000009,7541.0332,41.11054702689812
501,2501,Women,Lifestyle,Air Force 1,10,2,6453.36,9680.039999999999,06-04-2025,Retail,Kolkata,2321.06,0.75,25.0,7358.98,31.540512407969583
502,2502,Women,Basketball,Kyrie Flytrap,8,3,5912.915,12417.1215,10-09-2023,Retail,Mumbai,2412.82,0.7,30.000000000000004,10004.3015,24.11782571726772
